paper_left_out,n_models_dropped,n_rows_dropped,level,metric,scenario_label,model_median,full,abs_change,pct_change
MA39,2,52,primary-study,type_M,corrected,7.234385466165216,8.123781913774943,-0.8893964476097267,-10.948059131198951
MA41,4,527,primary-study,type_M,corrected,8.472864665431679,8.123781913774943,0.3490827516567361,4.2970473033602685
MA45,2,39,primary-study,type_M,corrected,8.41142355456245,8.123781913774943,0.2876416407875073,3.5407356307752824
MA13,3,94,primary-study,type_M,corrected,8.332013664995435,8.123781913774943,0.20823175122049165,2.563236598798979
MA05,3,37,primary-study,type_M,corrected,8.316264887062651,8.123781913774943,0.19248297328770825,2.369376422591163
MA18,1,23,primary-study,type_M,corrected,8.30005178630196,8.123781913774943,0.1762698725270173,2.1698006470130426
MA14,2,271,primary-study,type_M,corrected,8.295583584432045,8.123781913774943,0.17180167065710172,2.1147991474979033
MA09,1,1297,primary-study,type_M,corrected,8.287633182556494,8.123781913774943,0.16385126878155098,2.016933375620522
MA24,1,139,primary-study,type_M,corrected,8.269929957843013,8.123781913774943,0.14614804406807025,1.7990148630191216
MA12,1,70,primary-study,type_M,corrected,8.244454766247392,8.123781913774943,0.12067285247244897,1.4854270308245487
MA32,1,13,primary-study,type_M,corrected,8.21626880209594,8.123781913774943,0.09248688832099639,1.1384708415691502
MA34,1,555,primary-study,type_M,corrected,8.038203953562657,8.123781913774943,-0.08557796021228548,-1.0534251303223274
MA28,2,168,primary-study,type_M,corrected,8.194306859938177,8.123781913774943,0.07052494616323379,0.8681294858943644
MA43,1,13,primary-study,type_M,corrected,8.073771843748071,8.123781913774943,-0.050010070026871745,-0.6156008440117433
MA08,1,531,primary-study,type_M,corrected,8.074958600503926,8.123781913774943,-0.048823313271016744,-0.600992416945989
MA01,3,52,primary-study,type_M,corrected,8.07676113917074,8.123781913774943,-0.04702077460420284,-0.5788039992121519
MA17,1,66,primary-study,type_M,corrected,8.077206022942294,8.123781913774943,-0.046575890832649236,-0.5733276856395353
MA10,1,32,primary-study,type_M,corrected,8.077351482580411,8.123781913774943,-0.04643043119453161,-0.5715371447355455
MA47,2,103,primary-study,type_M,corrected,8.079537191196927,8.123781913774943,-0.04424472257801604,-0.5446320820478134
MA23,1,24,primary-study,type_M,corrected,8.165966656294158,8.123781913774943,0.04218474251921478,0.519274679785342
MA25,1,43,primary-study,type_M,corrected,8.160942521991792,8.123781913774943,0.03716060821684941,0.4574299090161382
MA22,3,276,primary-study,type_M,corrected,8.156477630717834,8.123781913774943,0.032695716942891195,0.40246916140684874
MA15,4,36,primary-study,type_M,corrected,8.145408236455031,8.123781913774943,0.02162632268008835,0.2662100350505181
MA21,1,11,primary-study,type_M,corrected,8.138183666084233,8.123781913774943,0.014401752309289861,0.17727891346848157
MA06,2,46,primary-study,type_M,corrected,8.131227237172308,8.123781913774943,0.007445323397364589,0.09164848929215097
MA20,1,29,primary-study,type_M,corrected,8.117498420862221,8.123781913774943,-0.006283492912722011,-0.0773468931024257
MA31,1,734,primary-study,type_M,uncorrected,2.725809837230708,2.857551324615444,-0.131741487384736,-4.610292954316931
MA26,1,459,primary-study,type_M,uncorrected,2.7710590570325637,2.857551324615444,-0.08649226758288009,-3.0267966436095306
MA01,3,52,primary-study,type_M,uncorrected,2.934768030009392,2.857551324615444,0.07721670539394809,2.702198372739284
MA39,2,52,primary-study,type_M,uncorrected,2.7824734866916736,2.857551324615444,-0.07507783792377021,-2.6273487120611505
MA22,3,276,primary-study,type_M,uncorrected,2.7871498374962504,2.857551324615444,-0.07040148711919336,-2.4636998297368318
MA28,2,168,primary-study,type_M,uncorrected,2.9153500293996006,2.857551324615444,0.05779870478415683,2.0226654998728666
MA13,3,94,primary-study,type_M,uncorrected,2.9140053871070175,2.857551324615444,0.0564540624915737,1.9756097468930367
MA45,2,39,primary-study,type_M,uncorrected,2.9084999124441158,2.857551324615444,0.050948587828671954,1.782945677643366
MA08,1,531,primary-study,type_M,uncorrected,2.8072171123380327,2.857551324615444,-0.05033421227741108,-1.7614456070770612
MA17,1,66,primary-study,type_M,uncorrected,2.8087144554530235,2.857551324615444,-0.04883686916242036,-1.7090460892769
MA09,1,1297,primary-study,type_M,uncorrected,2.8938236714978127,2.857551324615444,0.03627234688236891,1.2693506699219315
MA18,1,23,primary-study,type_M,uncorrected,2.893552622675361,2.857551324615444,0.036001298059917364,1.2598653171964402
MA23,1,24,primary-study,type_M,uncorrected,2.888805214587566,2.857551324615444,0.031253889972122195,1.0937297854598738
MA25,1,43,primary-study,type_M,uncorrected,2.8817855343447683,2.857551324615444,0.02423420972932444,0.84807609650146
MA43,1,13,primary-study,type_M,uncorrected,2.833441697202213,2.857551324615444,-0.02410962741323086,-0.8437163387249202
MA32,1,13,primary-study,type_M,uncorrected,2.87299691338463,2.857551324615444,0.015445588769186003,0.5405183324665108
MA24,1,139,primary-study,type_M,uncorrected,2.872727402698601,2.857551324615444,0.01517607808315713,0.5310868068205021
MA41,4,527,primary-study,type_M,uncorrected,2.8713723072513115,2.857551324615444,0.013820982635867729,0.48366524572318603
MA10,1,32,primary-study,type_M,uncorrected,2.870837157757294,2.857551324615444,0.01328583314185039,0.4649376907915448
MA05,3,37,primary-study,type_M,uncorrected,2.8708252081053747,2.857551324615444,0.01327388348993086,0.4645195127586099
MA14,2,271,primary-study,type_M,uncorrected,2.8705116928578915,2.857551324615444,0.012960368242447728,0.45354804761701395
MA06,2,46,primary-study,type_M,uncorrected,2.869503164235293,2.857551324615444,0.011951839619849025,0.41825459150615085
MA21,1,11,primary-study,type_M,uncorrected,2.8490053123144063,2.857551324615444,-0.008546012301037464,-0.2990676747402832
MA34,1,555,primary-study,type_M,uncorrected,2.8497879593612145,2.857551324615444,-0.007763365254229271,-0.27167894369400925
MA20,1,29,primary-study,type_M,uncorrected,2.8524817420580533,2.857551324615444,-0.0050695825573905395,-0.1774100263298939
MA47,2,103,primary-study,type_M,uncorrected,2.8537159949421467,2.857551324615444,-0.0038353296732971387,-0.13421735036773796
MA12,1,70,primary-study,type_M,uncorrected,2.860550062004704,2.857551324615444,0.002998737389260153,0.10494080590708332
MA15,4,36,primary-study,type_M,uncorrected,2.857902166443292,2.857551324615444,3.508418278483916e-4,0.012277708709063084
MA31,1,734,primary-study,type_S,corrected,0.12380568628558156,0.10431253331335777,0.019493152972223787,18.687258714794908
MA08,1,531,primary-study,type_S,corrected,0.09313302905068671,0.10431253331335777,-0.011179504262671058,-10.717316421687805
MA26,1,459,primary-study,type_S,corrected,0.09338775915338193,0.10431253331335777,-0.010924774159975836,-10.473117479715988
MA45,2,39,primary-study,type_S,corrected,0.10808408119503299,0.10431253331335777,0.003771547881675219,3.615622937989027
MA13,3,94,primary-study,type_S,corrected,0.10801596370040328,0.10431253331335777,0.0037034303870455143,3.5503215859213233
MA39,2,52,primary-study,type_S,corrected,0.10087881017904057,0.10431253331335777,-0.003433723134317196,-3.291764685651144
MA14,2,271,primary-study,type_S,corrected,0.10733824763245581,0.10431253331335777,0.0030257143190980385,2.9006239451674576
MA18,1,23,primary-study,type_S,corrected,0.10719233696776506,0.10431253331335777,0.0028798036544072925,2.7607455815077175
MA05,3,37,primary-study,type_S,corrected,0.10683383593926685,0.10431253331335777,0.0025213026259090776,2.417065855677203
MA10,1,32,primary-study,type_S,corrected,0.10210519736811133,0.10431253331335777,-0.0022073359452464414,-2.1160793196494776
MA12,1,70,primary-study,type_S,corrected,0.1064621866324734,0.10431253331335777,0.002149653319115624,2.060781433289516
MA34,1,555,primary-study,type_S,corrected,0.10224128291139478,0.10431253331335777,-0.0020712504019629874,-1.9856198830306315
MA17,1,66,primary-study,type_S,corrected,0.10252870332418448,0.10431253331335777,-0.0017838299891732856,-1.7100821277291844
MA09,1,1297,primary-study,type_S,corrected,0.10261504538364422,0.10431253331335777,-0.0016974879297135537,-1.6273096585759816
MA01,3,52,primary-study,type_S,corrected,0.10269109684424535,0.10431253331335777,-0.0016214364691124195,-1.5544023499473258
MA41,4,527,primary-study,type_S,corrected,0.10580432010243943,0.10431253331335777,0.001491786789081656,1.430112702373254
MA28,2,168,primary-study,type_S,corrected,0.10299992831143795,0.10431253331335777,-0.0013126050019198199,-1.2583387252006584
MA32,1,13,primary-study,type_S,corrected,0.10549247959568353,0.10431253331335777,0.0011799462823257612,1.1311644390623377
MA43,1,13,primary-study,type_S,corrected,0.10352569756725338,0.10431253331335777,-7.868357461043862e-4,-0.7543060465617368
MA25,1,43,primary-study,type_S,corrected,0.10376738202268215,0.10431253331335777,-5.451512906756162e-4,-0.522613413134132
MA06,2,46,primary-study,type_S,corrected,0.10386123355814719,0.10431253331335777,-4.5129975521057686e-4,-0.4326419279405913
MA20,1,29,primary-study,type_S,corrected,0.10394857302189797,0.10431253331335777,-3.6396029145979725e-4,-0.3489132896106084
MA23,1,24,primary-study,type_S,corrected,0.10407529019930539,0.10431253331335777,-2.3724311405237675e-4,-0.22743490788368348
MA47,2,103,primary-study,type_S,corrected,0.10454752825673908,0.10431253331335777,2.349949433813059e-4,0.22527968204488769
MA22,3,276,primary-study,type_S,corrected,0.1041306921260283,0.10431253331335777,-1.818411873294734e-4,-0.17432343128243044
MA15,4,36,primary-study,type_S,corrected,0.10443360747062216,0.10431253331335777,1.2107415726439474e-4,0.11606865773328146
MA24,1,139,primary-study,type_S,corrected,0.10424282895797393,0.10431253331335777,-6.970435538383724e-5,-0.06682260814665497
MA21,1,11,primary-study,type_S,corrected,0.10425896594852666,0.10431253331335777,-5.356736483111413e-5,-0.05135275995090671
MA31,1,734,primary-study,type_S,uncorrected,0.024627039516755468,0.026914000083800918,-0.00228696056704545,-8.497289737403001
MA26,1,459,primary-study,type_S,uncorrected,0.02476336383478816,0.026914000083800918,-0.0021506362490127592,-7.990771502996285
MA39,2,52,primary-study,type_S,uncorrected,0.025256268757923223,0.026914000083800918,-0.0016577313258776954,-6.159364348354357
MA28,2,168,primary-study,type_S,uncorrected,0.028290838601005786,0.026914000083800918,0.0013768385172048675,5.1156963398895305
MA22,3,276,primary-study,type_S,uncorrected,0.02556008523698579,0.026914000083800918,-0.0013539148468151296,-5.030522562976536
MA17,1,66,primary-study,type_S,uncorrected,0.025708277807785805,0.026914000083800918,-0.001205722276015113,-4.4799073800286475
MA01,3,52,primary-study,type_S,uncorrected,0.028023430281823747,0.026914000083800918,0.0011094301980228288,4.122130469526808
MA13,3,94,primary-study,type_S,uncorrected,0.027889077809488287,0.026914000083800918,9.750777256873691e-4,3.6229387034677707
MA41,4,527,primary-study,type_S,uncorrected,0.027792167256275625,0.026914000083800918,8.781671724747073e-4,3.2628638245537633
MA45,2,39,primary-study,type_S,uncorrected,0.027553421851643008,0.026914000083800918,0.00063942176784208965,2.375796112993789
MA18,1,23,primary-study,type_S,uncorrected,0.027517938095705546,0.026914000083800918,6.039380119046284e-4,2.2439548562984912
MA24,1,139,primary-study,type_S,uncorrected,0.027513220049925784,0.026914000083800918,5.992199661248657e-4,2.226424776172631
MA25,1,43,primary-study,type_S,uncorrected,0.02750734507212476,0.026914000083800918,5.93344988323842e-4,2.204596070730358
MA23,1,24,primary-study,type_S,uncorrected,0.027431403171387134,0.026914000083800918,5.174030875862157e-4,1.9224310246533483
MA10,1,32,primary-study,type_S,uncorrected,0.02738651745069342,0.026914000083800918,4.725173668925012e-4,1.7556564071533165
MA43,1,13,primary-study,type_S,uncorrected,0.026443721323917847,0.026914000083800918,-4.702787598830707e-4,-1.7473387769145643
MA08,1,531,primary-study,type_S,uncorrected,0.026484378980953606,0.026914000083800918,-4.296211028473121e-4,-1.596273692166228
MA14,2,271,primary-study,type_S,uncorrected,0.027339221777519677,0.026914000083800918,4.2522169371875945e-4,1.5799275187440287
MA09,1,1297,primary-study,type_S,uncorrected,0.02725255925570491,0.026914000083800918,3.385591719039932e-4,1.257929593705276
MA06,2,46,primary-study,type_S,uncorrected,0.027236261728622688,0.026914000083800918,3.2226164482176967e-4,1.1973755064961011
MA21,1,11,primary-study,type_S,uncorrected,0.02668323009272027,0.026914000083800918,-2.3076999108064683e-4,-0.8574347564914486
MA12,1,70,primary-study,type_S,uncorrected,0.027140189230485535,0.026914000083800918,2.2618914668461748e-4,0.8404144533712632
MA47,2,103,primary-study,type_S,uncorrected,0.0266956878645446,0.026914000083800918,-2.1831221925631972e-4,-0.81114742727417255
MA32,1,13,primary-study,type_S,uncorrected,0.027118670001390156,0.026914000083800918,2.046699175892383e-4,0.7604589319758048
MA05,3,37,primary-study,type_S,uncorrected,0.027091257444608892,0.026914000083800918,1.7725736080797388e-4,0.658606525436789
MA34,1,555,primary-study,type_S,uncorrected,0.027083319252178363,0.026914000083800918,1.6931916837744504e-4,0.6291118668731555
MA20,1,29,primary-study,type_S,uncorrected,0.026785606149233566,0.026914000083800918,-1.2839393456735154e-4,-0.47705259035288883
MA15,4,36,primary-study,type_S,uncorrected,0.0268853429992765,0.026914000083800918,-2.865708452441662e-5,-0.10647649712115514
