aggregation,weighting,se_source,crit_value_method,clustering_unit,metric,scenario,grouping,geometric_mean,ci_lower,ci_upper,raw_median,raw_q1,raw_q3,raw_min,raw_max,arithmetic_mean_unweighted,arithmetic_mean_kweighted,n_unit,summary_dominated_by_offset,scenario_family,convention_status,verification_status
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,power,10% change,lnRR,0.1254071791696895,0.11325145369256617,0.1388676266354268,0.07520843409901318,0.05785778791425472,0.13990515368394052,0.050016731056638064,1,0.15404175814083443,NA,1602,FALSE,external,"reference value, not a convention",two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,type_M,10% change,lnRR,4.292869351277471,3.8920668802300424,4.734946195489893,5.126999657333631,2.836418568162749,9.018641369829833,1,193.4437155285429,7.311435148320002,NA,1602,FALSE,external,"reference value, not a convention",two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,type_S,10% change,lnRR,0.06193247912459974,0.05286052063626518,0.07206146150824758,0.10154901604383822,0.01670770027602737,0.2275674907752127,2.129178586760404e-131,0.48587709328816514,0.13101161947865267,NA,1602,FALSE,external,"reference value, not a convention",two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,power,25% change,lnRR,0.27258483355759294,0.24393400371900648,0.30460079510362764,0.1934746649716807,0.09385669759737061,0.5294290815100252,0.050091713527696036,1,0.346131139482357,NA,1602,FALSE,external,"reference value, not a convention",two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,type_M,25% change,lnRR,2.182448226143179,2.020711513607256,2.3571302621484724,2.3019082285225956,1.3695183415709618,3.9467320631550655,1,82.63164376083984,3.2783429257622765,NA,1602,FALSE,external,"reference value, not a convention",two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,type_S,25% change,lnRR,0.017273117728120325,0.01412598272718854,0.020673395475220298,0.00590226964767014,6.14392313237336e-5,0.053907899787013894,0,0.46697421601319283,0.04152536305843369,NA,1602,TRUE,external,"reference value, not a convention",two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,power,50% change,lnRR,0.46773109566067467,0.42670585682843026,0.512700668029263,0.5087282543207188,0.19918568349994925,0.9586668434676238,0.05030285011070257,1,0.554679631436911,NA,1602,FALSE,external,"reference value, not a convention",two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,type_M,50% change,lnRR,1.5285297783980663,1.445461305227488,1.6163720709783624,1.3956243883990147,1.0249806431691453,2.2626553332889947,1,45.48628611238651,1.9957598618815255,NA,1602,FALSE,external,"reference value, not a convention",two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,type_S,50% change,lnRR,0.005599852180915042,0.004297275126053896,0.006960342709863815,7.951587294065086e-5,8.11182459365615e-9,0.00534507243273813,0,0.4401899526028469,0.012833021868122418,NA,1602,TRUE,external,"reference value, not a convention",two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,power,uncorrected pooled mean,lnRR,0.15523577623143597,0.1384978759364837,0.17399650398413385,0.1385422647848762,0.07611886910140875,0.3773418494812534,0.05000645922206981,1,0.27513540773363265,NA,1602,FALSE,baseline,NA,two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,type_M,uncorrected pooled mean,lnRR,3.6809595848648895,3.2920755225682914,4.115781479653958,2.8561032073500847,1.611365743927316,5.041002061096065,1,311.32915038097394,4.957517245411939,NA,1602,FALSE,baseline,NA,two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,type_S,uncorrected pooled mean,lnRR,0.04567101069214665,0.03795720877493435,0.05432994250275535,0.017214874444317,4.103740478092309e-4,0.09808200535513463,0,0.49122343371856075,0.07117174297522674,NA,1602,TRUE,baseline,NA,two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,power,optimistic (95% CI limit farther from zero),lnRR,0.2579571763127983,0.2308277437340149,0.2882751602335506,0.24504533759250996,0.11016140255154111,0.6729400483479854,0.05004425589496664,1,0.3903117291630341,NA,1602,FALSE,optimistic,NA,two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,type_M,optimistic (95% CI limit farther from zero),lnRR,2.2923353399697017,2.111470849699711,2.4886923310455997,2.0125326926551406,1.2226839159836569,3.407812572401364,1,118.945476110265,3.015856829842668,NA,1602,FALSE,optimistic,NA,two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,type_S,optimistic (95% CI limit farther from zero),lnRR,0.018946680808983977,0.015458995460497886,0.02273501497367513,0.002545683372728898,9.318411074422245e-6,0.034008612441589724,0,0.4770409037236672,0.03465525991706399,NA,1602,TRUE,optimistic,NA,two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,power,uncorrected pooled mean,SMD,0.17739830119131664,0.16878111842838317,0.18645543742452708,0.12311336650300886,0.09397706584689569,0.19253980253069225,0.050260990905542036,0.9993350437393466,0.19205872225465787,NA,2835,FALSE,baseline,NA,two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,type_M,uncorrected pooled mean,SMD,2.7231717843065866,2.626952954968425,2.8229148728446316,3.115983490802453,2.3085569605776115,3.941678358994232,1.0004477381171448,48.99544346191932,3.459891783104995,NA,2835,FALSE,baseline,NA,two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,type_S,uncorrected pooled mean,SMD,0.02368344822300835,0.02169772956469801,0.025753605217544405,0.024545455568959103,0.0059998965382928125,0.053711048497671235,5.044695016444795e-13,0.44443963964127026,0.0432659531755563,NA,2835,TRUE,baseline,NA,two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,power,optimistic (95% CI limit farther from zero),SMD,0.2773069006447373,0.2637844342190248,0.2915225736228982,0.18691124961077588,0.13222791001107154,0.37051919202184336,0.052406054837595306,0.9999999999943519,0.29728333799852596,NA,2835,FALSE,optimistic,NA,two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,type_M,optimistic (95% CI limit farther from zero),SMD,1.9821631132559565,1.9267735695288604,2.039144956982811,2.3500104300474964,1.6258900744782558,2.953548860992105,1.0000000000044742,16.1849986573351,2.4388930803497213,NA,2835,FALSE,optimistic,NA,two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,type_S,optimistic (95% CI limit farther from zero),SMD,0.009058213940433664,0.008222904582810116,0.009914525125913481,0.006629811749173254,4.479450472787297e-4,0.019828020479494418,4.624386976012431e-27,0.33688705621779724,0.016353066355339587,NA,2835,TRUE,optimistic,NA,two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,power,uncorrected pooled mean,Zr,0.19188086667359092,0.17110920143007174,0.21517409167767712,0.16471513985325126,0.11364665033206256,0.2830564782701578,0.05003030697720823,1,0.24227809955232704,NA,1303,FALSE,baseline,NA,two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,type_M,uncorrected pooled mean,Zr,2.7516379336686025,2.514095467551488,3.011624425455098,2.5421748352620823,1.8634668599613198,3.320545016901768,1,143.73200216473163,3.358103727194575,NA,1303,FALSE,baseline,NA,two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,type_S,uncorrected pooled mean,Zr,0.026171751052905527,0.02118119802079218,0.03170160623900636,0.01002809001998573,0.0014538538566782758,0.031059326464489966,7.876128335706298e-43,0.4809962888657446,0.03815418845050413,NA,1303,TRUE,baseline,NA,two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,power,optimistic (95% CI limit farther from zero),Zr,0.3475869469673684,0.31384831908226457,0.38495247021038925,0.3610208806116503,0.2126284242319746,0.5855230561963913,0.05031826898620806,1,0.41430360667598715,NA,1303,FALSE,optimistic,NA,two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,type_M,optimistic (95% CI limit farther from zero),Zr,1.7782986608925164,1.6696544228996388,1.8940123680444996,1.6468689953180273,1.30590302355853,2.1785305498494227,1,44.371769162018644,2.028591925399112,NA,1303,FALSE,optimistic,NA,two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,type_S,optimistic (95% CI limit farther from zero),Zr,0.0075137760228911055,0.005556790258801871,0.00959609541163172,5.064141928706155e-4,3.018890756815021e-5,0.004260417344744038,7.181383888207986e-75,0.43870148998162717,0.011190160052906451,NA,1303,TRUE,optimistic,NA,two_derivations_r_and_python
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,power,uncorrected pooled mean,lnRR,0.7689052700351067,0.3616040358144928,1.634979855675784,0.26230269597456435,0.2329969458894059,0.28977723593975846,0.23282279429855401,0.9999121730776179,0.40356236903598014,0.857682764337505,5,FALSE,baseline,NA,two_derivations_r_and_python
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,power,uncorrected pooled mean,lnRR,0.3334578304407307,0.1542967468077448,0.7206511283143774,0.26230269597456435,0.2329969458894059,0.28977723593975846,0.23282279429855401,0.9999121730776179,0.40356236903598014,0.40356236903598014,5,FALSE,baseline,NA,two_derivations_r_and_python
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_M,uncorrected pooled mean,lnRR,1.1395413538711963,0.7830781038618451,1.6582694507465083,1.9399634048177143,1.840814936167618,2.069093426657648,1.0000613504845264,2.0699514394812484,1.783976911521751,1.1881932659989662,5,FALSE,baseline,NA,two_derivations_r_and_python
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_M,uncorrected pooled mean,lnRR,1.7254966231682458,1.175902986700892,2.531959379504789,1.9399634048177143,1.840814936167618,2.069093426657648,1.0000613504845264,2.0699514394812484,1.783976911521751,1.7839769115217508,5,FALSE,baseline,NA,two_derivations_r_and_python
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_S,uncorrected pooled mean,lnRR,4.449401859758263e-4,-8.817664409901844e-4,0.0018446268871138947,0.00196420147823431,0.001321821624398462,0.0030681832905753233,8.49344235505365e-15,0.003076592418836161,0.00188615976241055,4.643500609178065e-4,5,TRUE,baseline,NA,two_derivations_r_and_python
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_S,uncorrected pooled mean,lnRR,0.001860892765928615,2.859107664310821e-4,0.003533975574277943,0.00196420147823431,0.001321821624398462,0.0030681832905753233,8.49344235505365e-15,0.003076592418836161,0.00188615976241055,0.0018861597624105502,5,TRUE,baseline,NA,two_derivations_r_and_python
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,power,uncorrected pooled mean,SMD,0.8907165989218998,0.761781674284242,1.0414743310023045,0.9703845432127631,0.5709701463841407,0.9999997425350173,0.0539316785204883,0.9999999999998812,0.7542464136810134,0.9392335901609428,32,FALSE,baseline,NA,two_derivations_r_and_python
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,power,uncorrected pooled mean,SMD,0.5965256937421483,0.4349381195659563,0.8181460471886493,0.9703845432127631,0.5709701463841407,0.9999997425350173,0.0539316785204883,0.9999999999998812,0.7542464136810134,0.7542464136810133,32,FALSE,baseline,NA,two_derivations_r_and_python
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_M,uncorrected pooled mean,SMD,1.0713172298426508,0.964044181609514,1.1905269787963049,1.0180348038242062,1.0000001919341686,1.338732976577743,1.0000000000000955,12.687025813993051,1.9550573808028413,1.1679528486654676,32,FALSE,baseline,NA,two_derivations_r_and_python
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_M,uncorrected pooled mean,SMD,1.389152504334715,1.0988214181090883,1.7561949999302162,1.0180348038242062,1.0000001919341686,1.338732976577743,1.0000000000000955,12.687025813993051,1.9550573808028413,1.9550573808028413,32,FALSE,baseline,NA,two_derivations_r_and_python
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_S,uncorrected pooled mean,SMD,8.566541384005498e-4,-0.0013905322506353839,0.0033177312733303314,3.3286141959320724e-9,2.062893561723935e-19,8.845892072463579e-5,1.2157121939156583e-29,0.2962281539428636,0.01954978637929063,0.002945798123500114,32,TRUE,baseline,NA,two_derivations_r_and_python
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_S,uncorrected pooled mean,SMD,0.005766900790968553,-4.5976446447588276e-4,0.013573475911060943,3.3286141959320724e-9,2.062893561723935e-19,8.845892072463579e-5,1.2157121939156583e-29,0.2962281539428636,0.01954978637929063,0.01954978637929063,32,TRUE,baseline,NA,two_derivations_r_and_python
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,power,uncorrected pooled mean,Zr,0.7496064991790343,0.5626399209105222,0.998702514215676,0.9072582284218831,0.4335951488460971,0.995321996288108,0.16340011929302722,1,0.7207406671796849,0.803713699687195,11,FALSE,baseline,NA,two_derivations_r_and_python
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,power,uncorrected pooled mean,Zr,0.6339587932392766,0.42529395454653074,0.9450022677936473,0.9072582284218831,0.4335951488460971,0.995321996288108,0.16340011929302722,1,0.7207406671796849,0.7207406671796849,11,FALSE,baseline,NA,two_derivations_r_and_python
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_M,uncorrected pooled mean,Zr,1.1543389299573954,1.0019090935492292,1.3299593484024124,1.0557295363775228,1.0029483834374289,1.5130500572401997,1,2.5552998125782387,1.3183185819076622,1.1800399803146675,11,FALSE,baseline,NA,two_derivations_r_and_python
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_M,uncorrected pooled mean,Zr,1.2584842254193929,1.0274928526124547,1.5414049271511707,1.0557295363775228,1.0029483834374289,1.5130500572401997,1,2.5552998125782387,1.3183185819076622,1.3183185819076622,11,FALSE,baseline,NA,two_derivations_r_and_python
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_S,uncorrected pooled mean,Zr,1.6463939361134258e-4,-4.387795057265685e-4,7.828830598277207e-4,8.660375753074583e-8,8.805707546862713e-11,2.384243948031793e-4,7.970070141940813e-93,0.010288665249869513,0.001017038050731028,1.8133283175107137e-4,11,TRUE,baseline,NA,two_derivations_r_and_python
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_S,uncorrected pooled mean,Zr,8.796307078106358e-4,-8.511122900104473e-4,0.0027344154983834287,8.660375753074583e-8,8.805707546862713e-11,2.384243948031793e-4,7.970070141940813e-93,0.010288665249869513,0.001017038050731028,0.001017038050731028,11,TRUE,baseline,NA,two_derivations_r_and_python
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,power,small (d = 0.2),SMD,0.6756959304806279,0.5174351173472368,0.8823618172820944,0.21205443750779746,0.1002242408037966,0.47352638593609053,0.060123575681757524,0.9951064307287162,0.3388672117531247,0.7997831542298817,32,FALSE,external,Cohen convention,two_derivations_r_and_python
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,power,small (d = 0.2),SMD,0.2198313642131729,0.15680379850084675,0.3081929720698936,0.21205443750779746,0.1002242408037966,0.47352638593609053,0.060123575681757524,0.9951064307287162,0.3388672117531247,0.33886721175312473,32,FALSE,external,Cohen convention,two_derivations_r_and_python
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_M,small (d = 0.2),SMD,1.243959323584641,1.063960962122207,1.454409375741192,2.182029842029511,1.468698202652727,3.705939858647246,1.0031376303442225,7.966818804768093,2.851886508388718,1.4121690966291025,32,FALSE,external,Cohen convention,two_derivations_r_and_python
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_M,small (d = 0.2),SMD,2.383753921620522,1.9151860711003963,2.9669611974445824,2.182029842029511,1.468698202652727,3.705939858647246,1.0031376303442225,7.966818804768093,2.851886508388718,2.851886508388719,32,FALSE,external,Cohen convention,two_derivations_r_and_python
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_S,small (d = 0.2),SMD,0.003073843605434449,-4.438605887002525e-4,0.0070954642576968804,0.004304203062835466,2.0787455114825164e-4,0.04472168379460503,3.95109301603394e-11,0.19998790971036506,0.033117681970411095,0.006233976365353526,32,TRUE,external,Cohen convention,two_derivations_r_and_python
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_S,small (d = 0.2),SMD,0.019604492223183896,0.009942831967126066,0.031937592475613744,0.004304203062835466,2.0787455114825164e-4,0.04472168379460503,3.95109301603394e-11,0.19998790971036506,0.033117681970411095,0.0331176819704111,32,TRUE,external,Cohen convention,two_derivations_r_and_python
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,power,medium (d = 0.5),SMD,0.892303177489575,0.7840217714098072,1.0155393505543566,0.8247374943570709,0.3725393827990889,0.9932427491041786,0.11488493210777184,1,0.6669721334439349,0.9315237103448581,32,FALSE,external,Cohen convention,two_derivations_r_and_python
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,power,medium (d = 0.5),SMD,0.5656163996437398,0.44702189975966,0.7156739115420336,0.8247374943570709,0.3725393827990889,0.9932427491041786,0.11488493210777184,1,0.6669721334439349,0.6669721334439347,32,FALSE,external,Cohen convention,two_derivations_r_and_python
