aggregation,role,verification_status,weighting,effect_estimator,se_source,se_method,crit_value_method,spec_role,metric,dropped_MA_model,dropped_k,dropped_pct_of_k,summary_all_48,summary_without,abs_change,pct_change,influence_rank
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA26.csv,459,7.996515679442509,0.5693445724590971,0.5628957501388375,-0.006448822320259562,-1.132674768884856,33
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA28_01.csv,84,1.4634146341463414,0.5693445724590971,0.5625620110673161,-0.006782561391781017,-1.191292886570594,15
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA28_02.csv,84,1.4634146341463414,0.5693445724590971,0.5625620110677448,-0.006782561391352249,-1.1912928864952876,16
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA31.csv,734,12.787456445993032,0.5693445724590971,0.5625620124826268,-0.006782559976470259,-1.19129263798462,21
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA32.csv,13,0.2264808362369338,0.5693445724590971,0.5626246081202506,-0.006719964338846474,-1.180298305088212,30
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA14_01.csv,104,1.8118466898954704,0.5693445724590971,0.562689872916911,-0.0066546995421861155,-1.1688351596017332,32
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA14_02.csv,167,2.9094076655052263,0.5693445724590971,0.562567150166352,-0.006777422292745139,-1.1903902523338838,27
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA18.csv,23,0.40069686411149824,0.5693445724590971,0.562562014704271,-0.006782557754826057,-1.1912922477737897,22
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA39_1.csv,37,0.6445993031358885,0.5693445724590971,0.5841899001612444,0.014845327702147304,2.6074416829913405,6
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA39_2.csv,15,0.2613240418118467,0.5693445724590971,0.5983962936115161,0.029051721152419052,5.1026605956634885,2
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA17.csv,66,1.1498257839721255,0.5693445724590971,0.5743830912266,0.005038518767502942,0.884968261968444,40
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA34.csv,555,9.668989547038327,0.5693445724590971,0.562562159002179,-0.006782413456918102,-1.19126690320831,23
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA41_01.csv,110,1.916376306620209,0.5693445724590971,0.5637281782618063,-0.005616394197290764,-0.986466626533844,37
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA41_02.csv,184,3.205574912891986,0.5693445724590971,0.574048402383648,0.004703829924550873,0.8261833258959905,41
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA41_03.csv,129,2.2473867595818815,0.5693445724590971,0.5667654349240059,-0.0025791375350912027,-0.4530011630657138,45
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA41_04.csv,104,1.8118466898954704,0.5693445724590971,0.5635792722247291,-0.005765300234367943,-1.0126205663938515,36
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA43.csv,13,0.2264808362369338,0.5693445724590971,0.5846685225677953,0.015323950108698248,2.6915071908934607,5
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA45_01.csv,28,0.4878048780487805,0.5693445724590971,0.562562011067157,-0.006782561391940112,-1.1912928865985384,13
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA45_02.csv,11,0.1916376306620209,0.5693445724590971,0.5625632569885165,-0.0067813154705805845,-1.191074052272234,25
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA47_1.csv,65,1.132404181184669,0.5693445724590971,0.571404958054655,0.0020603855955578787,0.36188728148556226,47
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA47_2.csv,38,0.662020905923345,0.5693445724590971,0.56267327751184,-0.006671294947257045,-1.1717499858552416,31
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_M,MA09.csv,1297,22.59581881533101,1.1085608464203047,1.1423993723035448,0.0338385258832401,3.052473483301288,1
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_M,MA20_cleaned.csv,29,0.5052264808362369,1.1085608464203047,1.105415190672163,-0.00314565574814174,-0.28376031485322084,17
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_M,MA22_01.csv,92,1.602787456445993,1.1085608464203047,1.0994408879432878,-0.009119958477016965,-0.8226845198859967,8
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_M,MA22_02.csv,92,1.602787456445993,1.1085608464203047,1.097349309280849,-0.011211537139455663,-1.0113596538845138,7
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_M,MA22_03.csv,92,1.602787456445993,1.1085608464203047,1.097341898564101,-0.011218947856203698,-1.012028152756006,6
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_M,MA01_01.csv,22,0.3832752613240418,1.1085608464203047,1.1090005150040603,4.3966858375554807e-4,0.039661204450380794,34
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_M,MA01_02.csv,14,0.24390243902439024,1.1085608464203047,1.108840224421214,2.793780009093805e-4,0.025201864364188253,37
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_M,MA01_03.csv,16,0.2787456445993031,1.1085608464203047,1.1088802528829764,3.194064626717008e-4,0.028812713682158098,36
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_M,MA05_01.csv,17,0.2961672473867596,1.1085608464203047,1.105578033377939,-0.002982813042365695,-0.26907075529480906,19
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_M,MA05_02.csv,16,0.2787456445993031,1.1085608464203047,1.1082837251514164,-2.771212688883473e-4,-0.024998291233468972,38
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_M,MA05_03.csv,4,0.06968641114982578,1.1085608464203047,1.1084594448572134,-1.0140156309135229e-4,-0.009147135533316142,45
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_M,MA06_01.csv,33,0.5749128919860628,1.1085608464203047,1.1055109427913632,-0.0030499036289415304,-0.2751227989685967,18
