obs_ID,study_ID,year,es,var,study_ID_org,meta_ID
obs_112,Noonan et al_2014,2014,0.003000009,0.03030303,study65,ma41_04
obs_113,Noonan et al_2014,2014,-0.100335348,0.03030303,study65,ma41_04
obs_114,Noonan et al_2014,2014,-0.004000021,0.03030303,study65,ma41_04
obs_115,Noonan et al_2014,2014,0.001,0.03030303,study65,ma41_04
obs_116,Noonan et al_2014,2014,0.103366579,0.03030303,study65,ma41_04
obs_117,Noonan et al_2014,2014,0.019002287,0.03030303,study65,ma41_04
obs_118,Noonan et al_2014,2014,-0.099325348,0.03030303,study65,ma41_04
obs_119,Noonan et al_2014,2014,-0.072124804,0.03030303,study65,ma41_04
obs_120,Noonan et al_2014,2014,-0.023004057,0.03030303,study65,ma41_04
obs_121,Noonan et al_2011,2014,-0.026005861,0.03030303,study65,ma41_04
obs_122,Sallet et al_2011,2011,0.017001638,0.066666667,study79,ma41_04
obs_123,Sallet et al_2011,2011,0.023004057,0.066666667,study79,ma41_04
obs_124,Sallet et al_2011,2011,0.055055559,0.066666667,study79,ma41_04
obs_125,Sallet et al_2011,2011,0.018001944,0.066666667,study79,ma41_04
obs_126,Sallet et al_2011,2011,0.001,0.066666667,study79,ma41_04
obs_127,Sallet et al_2011,2011,0.010000333,0.066666667,study79,ma41_04
obs_128,Sallet et al_2011,2011,0.012000576,0.066666667,study79,ma41_04
obs_129,Sallet et al_2011,2011,0.452558716,0.066666667,study79,ma41_04
obs_130,Sallet et al_2011,2011,0.023004057,0.066666667,study79,ma41_04
obs_131,Sallet et al_2011,2011,0.002000003,0.066666667,study79,ma41_04
obs_132,Sallet et al_2011,2011,0.007000114,0.066666667,study79,ma41_04
obs_133,Sallet et al_2011,2011,0.014000915,0.066666667,study79,ma41_04
obs_134,Sallet et al_2021,2011,0.554653789,0.066666667,study79,ma41_04
obs_135,Meguerditchian et al_2021,2021,0.318802117,0.012658228,study63,ma41_04
obs_136,Meguerditchian et al_2021,2021,0.333656945,0.012658228,study63,ma41_04
obs_137,Meguerditchian et al_2015,2021,0.196622644,0.012658228,study63,ma41_04
obs_138,Wascher_2015,2015,0.634964147,0.5,study94,ma41_04
obs_139,Wascher_2015,2015,1.094505554,0.5,study94,ma41_04
obs_140,Wascher_2015,2015,-1.66235145,0.5,study94,ma41_04
obs_141,Wascher_2015,2015,0.026996721,0.5,study94,ma41_04
obs_142,Wascher_2015,2015,1.293700357,0.5,study94,ma41_04
obs_143,Wascher_2015,2015,1.149782376,0.5,study94,ma41_04
obs_144,Wascher_2015,2015,0.550301593,0.5,study94,ma41_04
obs_145,Wascher_2015,2015,-0.183960658,0.5,study94,ma41_04
obs_146,Wascher_2015,2015,0.607447439,0.5,study94,ma41_04
obs_147,Wascher_2015,2015,-1.24153992,0.5,study94,ma41_04
obs_148,Wascher_2015,2015,0.607447439,0.5,study94,ma41_04
obs_149,Wascher_2015,2015,-0.665318426,0.5,study94,ma41_04
obs_150,Wascher_2015,2015,-0.400229091,0.5,study94,ma41_04
obs_151,Wascher_2015,2015,1.050089357,0.5,study94,ma41_04
obs_152,Wascher_2015,2015,-0.998572732,0.5,study94,ma41_04
obs_153,Wascher_2015,2015,1.172368425,0.5,study94,ma41_04
obs_154,Wascher_2015,2015,-0.996300113,0.5,study94,ma41_04
obs_155,Wascher_2015,2015,-1.089076057,0.5,study94,ma41_04
obs_156,Wascher_2015,2015,-0.33471498,0.5,study94,ma41_04
obs_157,Wascher_2015,2015,0.037491216,0.5,study94,ma41_04
obs_158,Wascher_2015,2015,0.662062282,0.5,study94,ma41_04
obs_159,Wascher_2015,2015,-0.42003913,0.5,study94,ma41_04
obs_160,Wascher_2015,2015,0.189366204,0.5,study94,ma41_04
obs_161,Wascher_,2015,-1.142333615,0.5,study94,ma41_04
